MPN474a	579105	579389	-
MPN475	579408	580757	-
MPN476	580759	581412	-
MPN477	581439	582068	-
MPN478	582071	582778	-
MPN479	582782	583375	-
MPN480	583403	585919	-
MPN481	585903	586484	-
MPN482	586492	586713	-
MPN483	586772	587797	+
MPN484	588302	588613	-
MPN485	589030	589980	-
MPN486	589922	590365	+
MPN487	590569	591795	+
MPN488	591798	592220	+
MPN488a	592201	592479	-
MPN489	592398	596300	-
MPN490	596816	597826	-
MPN491	597900	599324	+
MPN492	599463	600380	-
MPN493	600316	600972	-
MPN494	600974	601453	-
MPN495	601455	601742	-
MPN496	601745	603727	-
MPN497	604155	604586	-
MPN498	604897	605625	+
MPN499	605579	606070	+
MPN500	606218	607801	+
MPN501	608335	608757	+
MPN502	609202	610470	+
MPN503	611025	612170	+
MPN504	612887	613120	+
MPN505	613188	613949	-
MPN506	614865	617246	+
MPN507	617366	618457	+
MPN508	618485	619735	-
MPN509	620561	621844	-
MPN510	622874	624250	-
MPN511	624862	625644	-
MPN512	625675	626139	-
MPN513	626917	627369	-
MPN514	627886	628248	-
MPN515	628410	632282	-
MPN516	632286	636461	-
MPN517	636554	637054	-
MPN518	638147	639193	-
MPN519	639196	640014	-
MPN520	640132	642828	-
MPN521	642760	643260	+
MPN522	643251	643883	+
MPN523	644038	644955	-
MPN524	645545	645904	-
MPN525	646644	647885	+
MPN526	647866	648852	+
MPN527	649107	649784	-
MPN528	649839	650393	+
MPN528a	650402	650920	+
MPN529	650917	651246	-
MPN530	651395	651805	+
MPN531	651802	653949	-
MPN532	654125	654973	-
MPN533	654981	656153	-
MPN534	656494	656916	+
MPN535	656922	657542	+
MPN536	657517	658440	+
MPN537	658426	659664	-
MPN538	659782	660267	+
MPN539	660305	660673	+
MPN540	660680	660853	+
MPN541	660863	661126	-
MPN542	661187	661843	+
MPN543	661848	662783	+
MPN544	662783	664777	+
MPN545	664761	665609	-
MPN546	665599	666585	-
MPN547	666585	668261	-
MPN548	668316	669296	-
MPN549	669283	670260	-
MPN550	670253	671416	-
MPN551	671403	672248	-
MPN552	672255	673064	-
MPN553	673057	674751	-
MPN554	674751	675065	-
MPN555	675067	675648	-
MPN556	675691	677304	-
MPN557	677332	679170	+
MPN558	679163	679738	+
MPN559	679692	680399	+
MPN560	680477	681793	-
MPN561	681847	682488	+
MPN562	682485	683231	-
MPN563	683224	684525	-
MPN564	684729	685784	-
MPN565	685998	686456	-
MPN566	686626	687339	-
MPN567	687343	690453	-
MPN568	690553	691428	-
MPN569	691416	691880	-
MPN570	691864	692253	-
MPN571	692255	694237	-
MPN572	694341	695678	-
MPN573	695692	697323	-
MPN574	697326	697676	-
MPN575	697864	698193	-
MPN576	698685	699905	-
MPN577	700067	701107	-
MPN578	701545	701847	+
MPN579	701863	702192	-
MPN580	702334	702756	-
MPN581	702824	703621	-
MPN582	703797	705116	-
MPN583	705554	706231	-
MPN584	706735	707142	-
MPN585	707204	708112	-
MPN586	708186	709229	-
MPN587	709105	709557	-
MPN588	709615	711210	-
MPN589	711423	711896	-
MPN590	712037	712690	-
MPN591	712847	713908	-
MPN592	714431	715996	-
MPN593	716097	716465	-
MPN594	716691	717059	-
MPN595	716977	717435	-
MPN596	717435	718649	-
MPN597	719144	719545	-
MPN598	719548	720975	-
MPN599	720975	721814	-
MPN600	721814	723370	-
MPN601	723373	723909	-
MPN602	723902	724525	-
MPN603	724528	724845	-
MPN604	724848	725729	-
MPN605	725695	726168	-
MPN606	726174	727544	-
MPN607	727599	728072	+
MPN608	728069	728746	-
MPN609	728749	729738	-
MPN610	729723	731678	-
MPN611	731678	732796	-
MPN612	733077	736070	-
MPN613	736185	737219	-
MPN614	737155	738159	-
MPN615	738245	738994	-
MPN616	739424	739822	-
MPN617	739828	740268	-
MPN618	740299	742344	-
MPN619	742353	745199	-
MPN620	745177	747696	-
MPN621	747742	749427	-
MPN622	749432	749692	-
MPN623	749850	751202	+
MPN624	751224	751421	+
MPN625	751465	751890	+
MPN626	752121	752543	+
MPN627	752540	754258	-
MPN628	754263	755789	-
MPN629	755782	756516	-
MPN630	756569	757783	-
MPN631	757870	758766	+
MPN632	758747	759475	+
MPN633	759578	760321	+
MPN634	760403	760948	+
MPN635	761504	762562	+
MPN636	762639	763193	+
MPN637	763193	764380	+
MPN638	764400	765527	+
MPN639	765524	766387	-
MPN640	766395	767297	-
MPN641	767297	768127	-
MPN642	768130	768969	-
MPN643	768969	769877	-
MPN644	769798	770649	-
MPN645	770652	771503	-
MPN646	771503	772336	-
MPN647	772359	773231	-
MPN648	773342	773752	-
MPN649	774639	775049	-
MPN650	775034	775339	-
MPN651	776337	777476	+
MPN652	777481	778557	+
MPN653	778538	778969	+
MPN654	779342	779731	-
MPN655	780338	780622	+
MPN655b	780807	781055	+
MPN656	781095	781910	-
MPN657	781879	783084	-
MPN658	783100	783459	-
MPN659	783443	784138	-
MPN660	784141	784407	-
MPN661	784489	786138	-
MPN662	786139	786594	-
MPN663	786558	787262	-
MPN664	787269	788141	-
MPN665	788141	789325	-
MPN666	789410	790165	+
MPN667	790153	791028	+
MPN668	791025	791447	-
MPN669	791473	792672	+
MPN670	792712	793749	-
MPN671	794302	796431	-
MPN671a	793737	794318	-
MPN672	796612	797181	-
MPN672a	796418	796591	-
MPN673	797139	797648	-
MPN674	797819	798757	+
MPN675	799162	799467	-
MPN676	799858	800178	+
MPN677	800735	802012	-
MPN678	801993	803447	-
MPN679	803434	804225	-
MPN680	804218	805375	-
MPN681	805356	805712	-
MPN682	805702	805848	-
MPN683	805871	806890	-
MPN684	806892	812540	-
MPN685	812546	813400	-
MPN686	813468	814787	-
MPN687	814787	815539	-
MPN688	815526	816338	-
